brand,name,description,category,product_type,cleaned_desc
butter london,butter LONDON Patent Shine 10x Nail Laquer,"Butter London's Patent Shine 10x innovative 10-in-1 formula is loaded with ingredients proven to promote brighter, stronger, healthier nails in classic, creamy, wearable shades for your best-dressed nails.10 Benefits:Up to 10 day wearChip resistantFull colour coverageGel-like cushion finish and shineFade-resistantProtectSmoothStrengthenBrighten7 Free - Butter London does not add formaldehyde, formaldehyde resin, toluene, DBP, camphor, xylene, or ethyl tosalimide to its nail product formulaInstructions: Apply one coat of basecoat to clean, dry nails. Follow with your favorite Butter London Patent Shine 10X Nail Lacquer. Apply one coat of topcoat for a smooth, high-gloss finish. Ingredients: Butyl Acetate, Ethyl Acetate, Isopropyl Alcohol, Nitrocellulose, Tosylamide/Epoxy Resin, Acetyl Tributyl   trate, Benzophenone -1, Styrene/Acrylates Copolymer, Stearalkonium Hectorite, Malic A  d,   tric A  d, Bambusa Vulgaris (Bamboo) Extract, Ethyl Trymethylbenzoyl Phenylphosphinate, Diamond Powder, Polymethylsilsesquioxane.",,nail_polish,butter london patent shine innovative formula loaded ingredient proven promote brighter stronger healthier nail classic creamy wearable shade best dressed nail benefit day wearchip resistantfull colour coveragegel like cushion finish shinefade resistantprotectsmoothstrengthenbrighten free butter london add formaldehyde formaldehyde resin toluene dbp camphor xylene ethyl tosalimide nail product formulainstructions apply one coat basecoat clean dry nail follow favorite butter london patent shine nail lacquer apply one coat topcoat smooth high gloss finish ingredient butyl acetate ethyl acetate isopropyl alcohol nitrocellulose tosylamide epoxy resin acetyl tributyl   trate benzophenone styrene acrylate copolymer stearalkonium hectorite malic a  d   tric a  d bambusa vulgaris bamboo extract ethyl trymethylbenzoyl phenylphosphinate diamond powder polymethylsilsesquioxane
suncoat,Suncoat Polish & Peel Super Natural Mineral Nail Polish,"Suncoat introduces the first water-based, ordourless, eco-friendly, peelaway polish featuring 
natural colours and mineral pigments instead of synthetics. No nail polish remover needed!Features:Completely VOC free  Free of toulene, formaldehyde (no
					formaldehyde donours), acetates, acetone or any other
					chemical solvents. Releases ONLY water when applied!
					
					Usage Tips: Apply 2-3 thick coats. Polish lasts for weeks on
					toenails and is good for a day or two on finger nails. Adding a
					layer of Suncoat #23 Clear Top Coat will help the nail polish
					to last longer. Removal: Soak nail in warm water, then peel from one corner.Ingredients: Water, acrylic copolymer.
					May contain: mica,    s, titanium di , chromium
					  green, ultramarines, ferric ferrocyanide, carmine.Colour Range: 
            				",,nail_polish,suncoat introduces first water based ordourless eco friendly peelaway polish featuring natural colour mineral pigment instead synthetic nail polish remover needed feature completely voc free free toulene formaldehyde formaldehyde donours acetate acetone chemical solvent release water applied usage tip apply thick coat polish last week toenail good day two finger nail adding layer suncoat clear top coat help nail polish last longer removal soak nail warm water peel one corner ingredient water acrylic copolymer may contain mica     titanium di  chromium   green ultramarine ferric ferrocyanide carmine colour range
essie,Essie Mirror Metallics,Get ready to Metal around with colour! Essie's latest collection gives you a brushed steel effect with these high-impact chrome polishes. ,,nail_polish,get ready metal around colour essie latest collection give brushed steel effect high impact chrome polish
pure anada,Pure Anada Nail Polish,"Pure Anada Nail Polish is long-wearing polish color that is “free” from the 5 most toxic ingredients found in traditional polish. Plus it is solvent-based, not water-based.Pure Anada Polish is amazingly long-lasting when applied with the “Over-Under” base/top coat.Ingredients: Butylacetate, Ethylacetate, Nitrocellulose, Acetyl Tributyl    trate, Adipic A  d/Neopentyl, Glycol Trimellitic, Anhydride Copolymer, Isopropyl Alcohol, Acrylates Copolymer, Stearalkonium Bentonite,  Styrene Acrylates, Copolymer, Silica, Alumina, Benzophenone-1. May contain:  Mica,    s (  77491, 77499), Titanium Di  (  77891), Red 7 Lake (  158501), UltramarinesVegan, Gluten Free, Non-GMO, 5-Free, Dairy Free, Peanut Free",,nail_polish,pure anada nail polish long wearing polish color free toxic ingredient found traditional polish plus solvent based water based pure anada polish amazingly long lasting applied base top coat ingredient butylacetate ethylacetate nitrocellulose acetyl tributyl   trate adipic a  d neopentyl glycol trimellitic anhydride copolymer isopropyl alcohol acrylate copolymer stearalkonium bentonite styrene acrylate copolymer silica alumina benzophenone may contain mica        titanium di     red lake    ultramarinesvegan gluten free non gmo free dairy free peanut free
sinful colours,Sinful Colours Nail Polish,"At a low price, Sinful Colors makes putting the glitz on your nails a steal, not a splurge. Nails with bling are an easy and quick way to create your own look: the fabulous value Sinful Colors offers (plus their huge variety of shades!) allows you to easily change your color to match your mood or look any time, any day. With vivid shades that pop, wow, flatter and inspire. In cream, glitter, shimmer and matte, and in formulas you want that provide full color coverage. All made in the USA, with the quality you expect from a leading nail brand, without formaldehyde, toluene and DBP.",,nail_polish,low price sinful color make putting glitz nail steal splurge nail bling easy quick way create look fabulous value sinful color offer plus huge variety shade allows easily change color match mood look time day vivid shade pop wow flatter inspire cream glitter shimmer matte formula want provide full color coverage made usa quality expect leading nail brand without formaldehyde toluene dbp
mineral fusion,Mineral Fusion Nail Polish,"Mineral Fusion Nail Polish is a healthier alternative to traditional nail polish in many gorgeous shades. Apply this long-lasting chip-resistant mineral nail polish formula flawlessly using the custom, extra-thick brush. Mineral Fusion Nail Polish is a toulene free nail polish and like all of their cosmetics, upholds their standard for Formula Purity.Features:Long-lasting chip resistant formulaFormaldehyde, toulene, camphor and dibutyl pthalate freeCustom, extra-thick brush for flawless applicationIngredients: Ethyl Acetate, Butyl Acetate, Isopropyl Alcohol, Nitrocellulose, Adipic A  d/Neopentyl Glycol/Trimellitic, Anhydride Copolymer, Trimethyl Pentanyl Diisobutyrate, Stearalkonium Hectorite, Diacetone Alcohol Styrene, Acrylates Copolymer, Silica,   tric A  d, Benzophenone. Mica,  s, Titanium Di , Bismuth Oxychloride, Aluminum Powder, D&C Red No. 7 Cal  um Lake, D&C Violet No. 2, FD&C Yellow No. 5 Alluminum Lake, Ferric Ammonium Ferrocyanide. Mineral Fusion Nail Polish is formaldehyde free, toulene free, camphor free, dibutyl pthalate free, paraben free, hypoallergenic, gluten free, talc free, fragrance free and free of artifi  al colors. As with all of their cosmetics, Mineral Fusion Nail Polish is never tested on animals.",,nail_polish,mineral fusion nail polish healthier alternative traditional nail polish many gorgeous shade apply long lasting chip resistant mineral nail polish formula flawlessly using custom extra thick brush mineral fusion nail polish toulene free nail polish like cosmetic upholds standard formula purity feature long lasting chip resistant formulaformaldehyde toulene camphor dibutyl pthalate freecustom extra thick brush flawless applicationingredients ethyl acetate butyl acetate isopropyl alcohol nitrocellulose adipic a  d neopentyl glycol trimellitic anhydride copolymer trimethyl pentanyl diisobutyrate stearalkonium hectorite diacetone alcohol styrene acrylate copolymer silica   tric a  d benzophenone mica   titanium di  bismuth oxychloride aluminum powder red cal  um lake violet fd yellow alluminum lake ferric ammonium ferrocyanide mineral fusion nail polish formaldehyde free toulene free camphor free dibutyl pthalate free paraben free hypoallergenic gluten free talc free fragrance free free artifi  al color cosmetic mineral fusion nail polish never tested animal
covergirl,CoverGirl Outlast Stay Brilliant Nail Gloss,"Dare to go topless with CoverGirl Outlast Stay Brilliant Nail Gloss. New high-gloss nail polish formula that combines a base coat, high-gloss color, and a chip-resistant top coat in one simple step. Features:High gloss colourLasts as long as one week3-in-1 formula - base coat, colour, and top coatQuick, easy and convenientHow to Apply:Step 1: File nails to your desired length and shape.Step 2: Brush your favorite nail color on top of each nail. Allow nail polish to fully dry.Step 3: Apply a second coat for deeper pigment.",,nail_polish,dare go topless covergirl outlast stay brilliant nail gloss new high gloss nail polish formula combine base coat high gloss color chip resistant top coat one simple step feature high gloss colourlasts long one week formula base coat colour top coatquick easy convenienthow apply step file nail desired length shape step brush favorite nail color top nail allow nail polish fully dry step apply second coat deeper pigment
revlon,Revlon Nail Enamel,"Rich, glorious, gorgeous color. It completes an outfit. It expresses your mood. It sets hearts ra  ng!Revlon Nail Enamel gives up to 10 
days of lasting color and shine. Revlon's exclusive silk-protein 
shield works to instantly help even out the surface of the nail while 
rising above color to automatically smooth away bubbles, streaks and 
brush marks.",,nail_polish,rich glorious gorgeous color completes outfit express mood set heart ra  ng revlon nail enamel give day lasting color shine revlon exclusive silk protein shield work instantly help even surface nail rising color automatically smooth away bubble streak brush mark
essie,Essie Nail Colour,"Colour is the obsession! Dive in and make a splash with Essie Nail Polish. DBP, Toluene and Formaldehyde free.Features: Salon quality formulaLong-lasting, chip-resistant, with a high shine finishBright tropical colours from Essie are the perfect pop for summer! Find more beach ready beauty picks on our blog, The Well.",,nail_polish,colour obsession dive make splash essie nail polish dbp toluene formaldehyde free feature salon quality formulalong lasting chip resistant high shine finishbright tropical colour essie perfect pop summer find beach ready beauty pick blog well
suncoat,Suncoat Girl Nail Beauty Kit with Decals Ballerina Beauty,"This Suncoat Girl Nail Beauty Kit with Decals is the ideal ""try-me"" pack or birthday gift! This three bottle set delivers fun and unique nail art designs with natural nail polish and nail decals.Features:    Water-based nail polish    Peel-able    No remover needed    Safe and non toxicKit Contains:    Ballerina Beauty color (8 mL)    Strawberry Delight color (8 mL)    Clear Topcoat (8 mL)    1 Page of Nail DecalsIngredients: water, polyurethane. May contain: mica, titanium di , carmine, ferric ferrocyanide, chromium   green,    ",,nail_polish,suncoat girl nail beauty kit decal ideal try pack birthday gift three bottle set delivers fun unique nail art design natural nail polish nail decal feature water based nail polish peel able remover needed safe non toxickit contains ballerina beauty color ml strawberry delight color ml clear topcoat ml page nail decalsingredients water polyurethane may contain mica titanium di  carmine ferric ferrocyanide chromium   green    
